expression,reading,meaning,tags,guid
洋品店,ようひんてん,clothes store,JLPT JLPT_2,LZsjB@a&45
養分,ようぶん,"nourishment, nutrient",JLPT JLPT_2,lk^;Qp?#ur
羊毛,ようもう,wool,JLPT JLPT_2,w_=+w8H+Ok
漸く,ようやく,"at last, finally, hardly",JLPT JLPT_2,C^iNv5N4/*
要領,ようりょう,"gist, essentials, outline",JLPT JLPT_2,za3T9]!5JM
翌～,よく～,next ~,JLPT JLPT_2,Q|Y?=K(5C;
欲張り,よくばり,greedy,JLPT JLPT_2,b3gWN3k9:4
余計,よけい,"too much, unnecessary, abundance, surplus, excess, superfluity",JLPT JLPT_2,FkpUW)M;0p
よこす,よこす,"to send, to forward; to hand over (e.g., money)",JLPT JLPT_2,GJ|S}*`g9u
よごす,よごす,"(1) to disgrace, to dishonour, (2) to pollute, to contaminate, to soil, to make dirty, to stain",JLPT JLPT_2,"kPI0fi{,b:"
寄せる,よせる,"to come near, to let someone approach to bring near, to bring together, to collect, to gather to deliver (opinion, news, etc.), to send (e.g. a letter), to contribute, to donate to let someone drop by",JLPT JLPT_2,td?jGlx.7h
余所,よそ,"another place, somewhere else, strange parts",JLPT JLPT_2,GE|2R=rvQy
四つ角,よつかど,"four corners, crossroads",JLPT JLPT_2,EBB^]8mrLm
酔っ払い,よっぱらい,drunkard,JLPT JLPT_2,m$-1zT#)h6
予備,よび,"preparation, spare",JLPT JLPT_2,oCDbXIVuCu
呼び掛ける,よびかける,"to call out to, to accost, to address (crowd), to appeal",JLPT JLPT_2,E]+6r}%ERq
呼び出す,よびだす,"to summon, to call (e.g., phone)",JLPT JLPT_2,B]HE<fu.Gh
蘇る,よみがえる,"to be resurrected, to be revived",JLPT JLPT_2,bFWlW*}Y0x
慶ぶ,よろこぶ,"to be delighted, to be glad",JLPT JLPT_2,bYQ/7BX1[E
来日,らいにち,"coming to Japan, visit to Japan",JLPT JLPT_2,F=tQ&:UgOr
落第,らくだい,"failure, dropping out of a class",JLPT JLPT_2,Q(J~:!^_h.
ラッシュアワー,ラッシュアワー,rush hour,JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese,qG.v6=72Ou
欄,らん,"column of text (e.g., as in a newspaper)",JLPT JLPT_2,"I[,7dha!hT"
ランチ,ランチ,lunch,JLPT JLPT_2,G/r6l:J~B?
ランニング,ランニング,running; tank top,JLPT JLPT_2,Ctg/L&AR{n
乱暴,らんぼう,"rude, violent, rough",JLPT JLPT_2,s8$*-j{s@r
理科,りか,science,JLPT JLPT_2,f#/2Fo6[T)
利害,りがい,"advantages and disadvantages, interest",JLPT JLPT_2,BYu5o+Pi5&
リズム,リズム,rhythm,JLPT JLPT_2,sEJgqt=slc
リットル,リットル,liter,JLPT JLPT_2,J=WKC<9({c
リポート,リポート,"report, paper",JLPT JLPT_2,"C>!.T,TyRb"
リボン,リボン,ribbon,JLPT JLPT_2,d<&zzlZBY`
略す,りゃくす,to abbreviate,JLPT JLPT_2,tS9.Rzrjw(
流域,りゅういき,(river) basin,JLPT JLPT_2,fHWZ-KtDHt
寮,りょう,"hostel, dormitory",JLPT JLPT_2,v~j5~V9)9G
両～,りょう～,both ~,JLPT JLPT_2,i/MiSZ3!G4
両側,りょうがわ,both sides,JLPT JLPT_2,I4rwSM+9WF
漁師,りょうし,fisherman,JLPT JLPT_2,lKSSx-0&_N
領事,りょうじ,consul,JLPT JLPT_2,Pu=nQI2MaF
領収,りょうしゅう,"receipt, voucher",JLPT JLPT_2,g0BH(u/;@f
臨時,りんじ,"temporary, special, extraordinary",JLPT JLPT_2,"IQ{y{$,U6]"
留守番,るすばん,"care-taking, caretaker, house-watching",JLPT JLPT_2 Genki_Ln.23 Genki,MW#7DF[RQ)
例外,れいがい,exception,JLPT JLPT_2,tw6[F{cyVX
零点,れいてん,"zero, no marks",JLPT JLPT_2,Hh<_pAYn4<
冷凍,れいとう,"freezing, cold storage, refrigeration",JLPT JLPT_2,iIL[pf<7Zb
レインコート,レインコート,raincoat,JLPT JLPT_2,h{`Micb;bg
レクリェーション,レクリェーション,recreation,JLPT JLPT_2,MmD@s.(0])
レジャー,レジャー,leisure,JLPT JLPT_2,o0|E{X}Nj}
列島,れっとう,chain of islands,JLPT JLPT_2,Ev?wG8aB}r
煉瓦,れんが,brick,JLPT JLPT_2,cY@sqBwW67
連合,れんごう,"union, alliance",JLPT JLPT_2,F3-L+C:h6>
レンズ,レンズ,lens,JLPT JLPT_2,w1(O7Kos8|
ローマ字,ローマじ,"romanization, Roman letters (alphabet)",JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,"n,*Nb4*]$5"
ろうそく,ろうそく,candle,JLPT_2 JLPT Genki_Ln.18 Genki,w_)UKdrs_:
録音,ろくおん,(audio) recording,JLPT JLPT_2,E#iNpJw]tp
ロッカー,ロッカー,locker,JLPT JLPT_2,m*zHe7hzP9
ロビー,ロビー,lobby,JLPT JLPT_2,i8ig9mjNdK
論ずる,ろんずる,"to argue, to discuss",JLPT JLPT_2,y/^Bn9Z9<_
和～,わ～,Japanese style,JLPT JLPT_2,JBvdN:J16X
和英,わえい,Japanese-English,JLPT JLPT_2,"B*@cU.E9,A"
我～,わが～,our ~,JLPT JLPT_2,L0:Cs<lBa|
分かれる,わかれる,"to branch, to fork, to diverge to separate, to split, to divide to disperse, to scatter",JLPT JLPT_2,b{~nvNu2:{
若々しい,わかわかしい,"youthful, young",JLPT JLPT_2,EC2u(({!rQ
詫びる,わびる,to apologize,JLPT JLPT_2,x!9QsM6~r{
和服,わふく,Japanese clothes,JLPT JLPT_2,v@K#0^dxIj
割合に,わりあいに,"relatively, comparatively",JLPT JLPT_2,A0do>r1!)l
割算,わりざん,division (math),JLPT JLPT_2,eZw4N!$Eu-
割と,わりと,"relatively, comparatively",JLPT JLPT_2,"I-,z(jixJ,"
割引,わりびき,discount,JLPT JLPT_2,oLo@nz.I(q
ワンピース,ワンピース,one-piece dress,JLPT JLPT_2,l({SDlo@!^
作法,さほう,"manners, etiquette, propriety",JLPT JLPT_2 JLPT_3,HYeQ[!t+v+
様々,さまざま,"varied, various",JLPT JLPT_2 JLPT_3,l>?/o{CjV<
冷ます,さます,"to cool, to let cool",JLPT JLPT_2 JLPT_3,m(o0n4^}Z$
覚ます,さます,to awaken,JLPT JLPT_2 JLPT_3,t9@aJ[u<UZ
冷める,さめる,"to become cool, to wear off",JLPT JLPT_2 JLPT_3,LR.A;82:W|
覚める,さめる,"to wake, to wake up",JLPT JLPT_2 JLPT_3,Dob+O4(+<L
左右,さゆう,left and right; influence,JLPT JLPT_2 JLPT_3,d8br}6f4&T
皿,さら,"plate, dish",JLPT Genki_Ln.14 JLPT_3 JLPT_2 Genki,p*f@mDk_ih
更に,さらに,"furthermore, moreover",JLPT JLPT_2 JLPT_3,n=YLy+|9V>
去る,さる,"to leave, to go away",JLPT JLPT_2 JLPT_3,q:@^dVE|Ux
猿,さる,monkey,JLPT JLPT_3 JLPT_2 Genki_Ln.22 Genki,I;FmV}C|Mm
騒ぎ,さわぎ,"uproar, disturbance",JLPT JLPT_2 JLPT_3,"b-,^J/-<a("
参加,さんか,participation,JLPT JLPT_2 JLPT_3,NJ??D?6U!^
参考,さんこう,"reference, consultation",JLPT JLPT_2 JLPT_3,Han8<B?^r0
賛成,さんせい,"approval, agreement",JLPT JLPT_2 JLPT_3,"emfZ/!E,?["
酸性,さんせい,acidity,JLPT JLPT_2 JLPT_3,geVhjMXt@#
酸素,さんそ,oxygen,JLPT JLPT_2 JLPT_3,DM##q[%RFu
氏,し,"family name, lineage",JLPT JLPT_2 JLPT_3,LAOK_nHPS/
詩,し,poem; poetry,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,PI;rr><.*1
幸せ,しあわせ,"happiness, blessing",JLPT JLPT_2 JLPT_3,MYpn~@*11o
ジーンズ,ジーンズ,jeans,JLPT JLPT_3 JLPT_2 Genki_Ln.2 Genki,o3hhzYEH)l
ジェット機,ジェットき,jet plane,JLPT JLPT_2 JLPT_3,fS!]EX&j7m
四角,しかく,square,JLPT JLPT_2 JLPT_3,J[L(f7xE~B
直に,じかに,"immediately, readily, directly",JLPT JLPT_2 JLPT_3,"Gui,0]IdY5"
しかも,しかも,"moreover, furthermore, besides, plus",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9 Intermediate_Japanese_Ln.2,NW!O~u6B#]
四季,しき,four seasons,JLPT JLPT_2 JLPT_3,j=w0weSQi)
直,じき,"immediately, soon, shortly",JLPT JLPT_2 JLPT_3,wd?tx<3Bac
時期,じき,"time, season, period",JLPT JLPT_2 JLPT_3,DJ<W>Fb$j>
支給,しきゅう,"payment, allowance",JLPT JLPT_2 JLPT_3,MpCDrKuR@c
至急,しきゅう,"urgent, pressing",JLPT JLPT_2 JLPT_3,"K+,ttKQ<dz"
しきりに,しきりに,"frequently, repeatedly, eagerly",JLPT JLPT_2 JLPT_3,E|Rw@W(/Em
刺激,しげき,"stimulus, impetus, incentive",JLPT JLPT_2 JLPT_3,PD*^rLK60i
資源,しげん,resources,JLPT JLPT_2 JLPT_3,m(PG+T&|gr
事件,じけん,"event, affair, incident",JLPT JLPT_2 JLPT_3,MbFCnlA+g8
時刻,じこく,"time, hour",JLPT JLPT_2 JLPT_3,"oN.E,s)Z}n"
自殺,じさつ,suicide,JLPT JLPT_2 JLPT_3,y#JDw}f8E1
事実,じじつ,"fact, truth, reality",JLPT JLPT_2 JLPT_3,qUB-Jtt?i`
支出,ししゅつ,"expenditure, expenses",JLPT JLPT_2 JLPT_3,PrmuroD(_w
事情,じじょう,"circumstances, situation, reasons",JLPT JLPT_2 JLPT_3,B&D.VmCJRe
詩人,しじん,poet,JLPT JLPT_2 JLPT_3,J|*bb(L^Qr
自身,じしん,oneself,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,Mms_kL$qBA
沈む,しずむ,to sink; to feel depressed,JLPT JLPT_2 JLPT_3,v(wY-5e=dv
自然,しぜん,"nature, spontaneous",JLPT JLPT_2 JLPT_3,K#D]Lme)]J
思想,しそう,"thought, idea",JLPT JLPT_2 JLPT_3,"udM,dvR}EZ"
舌,した,tongue,JLPT JLPT_2 JLPT_3,i22E-x*lSS
次第,しだい,order; circumstances; immediate(ly),JLPT JLPT_2 JLPT_3,m7IQESq>:Z
従う,したがう,"to abide (by the rules), to obey",JLPT JLPT_2 JLPT_3,jQOK[Z2G2a
したがって,したがって,"therefore, consequently",JLPT JLPT_2 JLPT_3,zE+XZL-yO%
親しい,したしい,"intimate, close (e.g., friend)",JLPT JLPT_2 JLPT_3,JLb1]#eUH.
質,しつ,"quality, nature (of person)",JLPT JLPT_2 JLPT_3,i9bGgE8&)u
失業,しつぎょう,unemployment,JLPT JLPT_2 JLPT_3,L*e(K1S8y>
湿気,しっけ,"moisture, humidity, dampness",JLPT JLPT_2 JLPT_3,mI:_~nX$Y!
実験,じっけん,lab work; experiment,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,hmPfhao45;
実現,じつげん,"implementation, materialization, realization",JLPT JLPT_2 JLPT_3,fGH.>rJnym
実行,じっこう,"practice, execution (e.g., program), realization",JLPT JLPT_2 JLPT_3,O_Qp[P4rQP
実際,じっさい,in fact; in actuality,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,"B6Z:.Y11k,"
実施,じっし,"enforcement, carry out, operation",JLPT JLPT_2 JLPT_3,dXLqmB^MiP
湿度,しつど,humidity,JLPT JLPT_2 JLPT_3,lZGX2R~;Bn
じっと,じっと,"patiently, quietly",JLPT JLPT_2 JLPT_3,Nkvz[eNt`n
実に,じつに,"indeed, truly, surely",JLPT JLPT_2 JLPT_3,I|OQWMaQog
実は,じつは,actually; in fact,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,s#X::H+4<F
失望,しつぼう,"disappointment, despair",JLPT JLPT_2 JLPT_3,mi8g|r~Txf
実力,じつりょく,ability; force,JLPT JLPT_2 JLPT_3,F5g81kES4+
支店,してん,branch store (office),JLPT JLPT_3 JLPT_2 Genki_Ln.20 Genki,h*O$^StSa>
指導,しどう,"leadership, guidance, coaching",JLPT JLPT_2 JLPT_3,AKsjeKTYcK
自動,じどう,"automatic, self-motion",JLPT JLPT_2 JLPT_3,O4.zUw/o_S
児童,じどう,"children, juvenile",JLPT JLPT_2 JLPT_3,"e,|tEbv]Zq"
品,しな,"thing, article, goods",JLPT JLPT_2 JLPT_3,bDnAvhtlH7
支配,しはい,"rule, control, direction",JLPT JLPT_2 JLPT_3,GJx2Cizi1x
芝居,しばい,"play, drama",JLPT JLPT_2 JLPT_3,gtSlTkyCFW
しばしば,しばしば,"often, again and again, frequently",JLPT JLPT_2 JLPT_3,oKzAa``eqH
芝生,しばふ,lawn,JLPT JLPT_2 JLPT_3,"wbx:,PABM*"
支払,しはらい,payment,JLPT JLPT_2 JLPT_3,Ev?:EQ7Ks`
支払う,しはらう,to pay,JLPT JLPT_2 JLPT_3,"ND2,<K].}x"
死亡,しぼう,death,JLPT JLPT_2 JLPT_3,zYjIN3r3C
資本,しほん,"funds, capital",JLPT JLPT_2 JLPT_3,K]eJp4bmn-
姉妹,しまい,sisters,JLPT JLPT_2 JLPT_3,D=K+>4{9gs
しまった (かん),しまった (かん),Damn it!,JLPT JLPT_2 JLPT_3,lG^NNUo)xn
自慢,じまん,"pride, boast",JLPT JLPT_2 JLPT_3,I/xy:2]J/|
地味,じみ,"quiet, plain, conservative",JLPT JLPT_2 JLPT_3,o(yU(Vt?_.
示す,しめす,"to show, to indicate",JLPT JLPT_2 JLPT_3,Jd8*LeirRj
占める,しめる,to take up; to account for,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,r`M6Y4!/$F
湿る,しめる,"to be wet, to be damp",JLPT JLPT_2 JLPT_3,uFiSD0nBbH
下,しも,"under, below, beneath",JLPT JLPT_2 JLPT_3,"NEdu]f-jA,"
霜,しも,frost,JLPT JLPT_2 JLPT_3,r%B(k2*%-2
借金,しゃっきん,"debt, loan, liabilities",JLPT JLPT_2 JLPT_3,HTrhI~ql4k
しゃべる,しゃべる,"to talk, to chat, to chatter (same as 話す (はなす))",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,xm(;YK[sEF
週,しゅう,week,JLPT JLPT_2 JLPT_3,"x+o,UuIX0t"
州,しゅう,"state, province",JLPT JLPT_2 JLPT_3,"P_~2Qd-Z,0"
銃,じゅう,gun,JLPT JLPT_2 JLPT_3,g}R=q_AV`]
周囲,しゅうい,"surroundings, circumference, environs",JLPT JLPT_2 JLPT_3,k;vO#x`Yq;
収穫,しゅうかく,"harvest, crop, ingathering",JLPT JLPT_2 JLPT_3,Q1;gC;3=ME
宗教,しゅうきょう,religion,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,h2}ja7i^zZ
重視,じゅうし,"importance, stress",JLPT JLPT_2 JLPT_3,p)R=DLs-/X
就職,しゅうしょく,finding employment,JLPT JLPT_2 JLPT_3,G#y*V:{2Bq
ジュース,ジュース,"juice, soft drink; deuce",JLPT Genki_Ln.12 JLPT_3 JLPT_2 Genki,w1Xid7|yfz
修正,しゅうせい,"amendment, correction",JLPT JLPT_2 JLPT_3,gUKGu[G9oC
重体,じゅうたい,"seriously ill, critical state",JLPT JLPT_2 JLPT_3,"F]Ml+g6],&"
渋滞,じゅうたい,"congestion (e.g., traffic), delay",JLPT JLPT_2 JLPT_3,f6HLmc1`E?
重大,じゅうだい,"serious, important",JLPT JLPT_2 JLPT_3,bRTiuj?[St
住宅,じゅうたく,"resident, housing",JLPT JLPT_2 JLPT_3,"bO,.P:9Wr8"
集団,しゅうだん,"group, mass",JLPT JLPT_2 JLPT_3,O[N$vC_)x(
集中,しゅうちゅう,"concentration, focusing the mind",JLPT JLPT_2 JLPT_3,z{<Xu{#h*c
収入,しゅうにゅう,"income, revenue",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,Ow2ez*OE$v
住民,じゅうみん,"inhabitants, residents",JLPT JLPT_2 JLPT_3,M3~&[?-]c=
重要,じゅうよう,"important, essential",JLPT JLPT_2 JLPT_3,d;5d4|x2m2
修理,しゅうり,"repairing, mending",JLPT JLPT_2 JLPT_3,i2Z^HI-&!g
主義,しゅぎ,"doctrine, cause, principle",JLPT JLPT_2 JLPT_3,mm(7ICuhH@
宿泊,しゅくはく,lodging,JLPT JLPT_2 JLPT_3,sJf/S8qo)G
手術,しゅじゅつ,surgical operation,JLPT JLPT_2 JLPT_3,O=U-eHfq4I
首相,しゅしょう,Prime Minister,JLPT JLPT_2 JLPT_3,"h%Bt%?=g9,"
手段,しゅだん,"means, way, measure",JLPT JLPT_2 JLPT_3,cG]JN2+6BK
主張,しゅちょう,"claim, insistence, assertion",JLPT JLPT_2 JLPT_3,PQKr-g-1[?
出場,しゅつじょう,participation,JLPT JLPT_2 JLPT_3,u|Gl.@-_{b
出身,しゅっしん,come from,JLPT JLPT_2 JLPT_3,E~$fFKz?VN
出版,しゅっぱん,publication,JLPT JLPT_2 JLPT_3,pHGL?y?[mQ
首都,しゅと,capital city,JLPT JLPT_2 JLPT_3,"pV,3~,Z87["
主婦,しゅふ,housewife,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8 Genki_Ln.1 Genki,cu7/mz5_+B
主要,しゅよう,"chief, main",JLPT JLPT_2 JLPT_3,e/wz>k>*.!
需要,じゅよう,demand,JLPT JLPT_2 JLPT_3,wIb;!:/d[S
種類,しゅるい,"variety, kind",JLPT JLPT_2 JLPT_3,yLzP_}wHk~
順,じゅん,"order, turn",JLPT JLPT_2 JLPT_3,j(7}!qj-R?
瞬間,しゅんかん,"moment, second",JLPT JLPT_2 JLPT_3,w74BNqe`C[
順調,じゅんちょう,doing well,JLPT JLPT_2 JLPT_3,QTXqs`sU2C
順番,じゅんばん,"turn (in line), order of things",JLPT JLPT_2 JLPT_3,"B3?=*++0m,"
使用,しよう,"use (same as 使うこと (つかうこと)), application, employment, utilization",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,"fv),c7#%~v"
小,しょう,small,JLPT JLPT_2 JLPT_3,He3e1#-/kV
章,しょう,"chapter, section; medal",JLPT JLPT_2 JLPT_3,Cp$qz7LRQ1
賞,しょう,"prize, award",JLPT JLPT_2 JLPT_3,ixda5oQQ=r
上,じょう,first volume; superior quality; governmental,JLPT JLPT_2 JLPT_3,bjtdx{-WQ5
障害,しょうがい,"obstacle, impediment",JLPT JLPT_2 JLPT_3,lN`%jCJ3Cv
奨学金,しょうがくきん,scholarship,Genki_Ln.16 JLPT JLPT_3 JLPT_2 Genki,Q-*B#$A6L:
乗客,じょうきゃく,passenger,JLPT JLPT_2 JLPT_3,F?2lxj<[^L
上京,じょうきょう,proceeding to the capital (Tokyo),JLPT JLPT_2 JLPT_3,EmcG8c7y3D
状況,じょうきょう,"state of affairs, situation",JLPT JLPT_2 JLPT_3,eJ+`w-qU@C
条件,じょうけん,"conditions, terms",JLPT JLPT_2 JLPT_3,PesF@2hHde
正午,しょうご,"noon, mid-day",JLPT JLPT_2 JLPT_3,i0$lSUJ-1J
正直,しょうじき,"honesty, integrity, frankness",JLPT JLPT_2 JLPT_3,l~d^29Cn=%
常識,じょうしき,common sense,JLPT JLPT_2 JLPT_3,b?[*`UKS8R
少女,しょうじょ,young girl,JLPT JLPT_2 JLPT_3,lN;?Tr6q{x
少々,しょうしょう,a little; short (time) (formal for 少し (すこし)),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8 Genki_Ln.20 Genki,Ievwu]EUfz
症状,しょうじょう,"symptoms, condition",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,v+Eb}=L(fE
生じる,しょうじる,"to occur, to arise, to be generated",JLPT JLPT_2 JLPT_3,"F/qG4,c8v/"
状態,じょうたい,"condition, situation",JLPT JLPT_2 JLPT_3,u!E?FPG-@p
上達,じょうたつ,"improvement, advance",JLPT JLPT_2 JLPT_3,Cc{1AI[wlm
冗談,じょうだん,a joke,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,CllWuV2>%{
上等,じょうとう,"first class, very good",JLPT JLPT_2 JLPT_3,tjn_MUpJQp
衝突,しょうとつ,"collision, conflict",JLPT JLPT_2 JLPT_3,D@=pGn%86P
商人,しょうにん,"trader, shopkeeper, merchant",JLPT JLPT_2 JLPT_3,MlJB*>A^h!
承認,しょうにん,"recognition, approval",JLPT JLPT_2 JLPT_3,"N==,~orf~["
少年,しょうねん,"boys, juveniles",JLPT JLPT_2 JLPT_3,p6fQoD5WK;
商売,しょうばい,"trade, business, commerce",JLPT JLPT_2 JLPT_3,"LoHl,.u1Y|"
消費,しょうひ,"consumption, expenditure",JLPT JLPT_2 JLPT_3,r7nT91%)]@
商品,しょうひん,"commodity, merchandise",JLPT JLPT_2 JLPT_3,w+UOx&@[sL
賞品,しょうひん,"prize, trophy",JLPT JLPT_2 JLPT_3,M}I~*8Gv<&
消防,しょうぼう,"fire fighting, fire department",JLPT JLPT_2 JLPT_3,u20O%VZ|ID
情報,じょうほう,"information, (military) intelligence",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,cpG:I1X!x-
証明,しょうめい,"proof, verification",JLPT JLPT_2 JLPT_3,l8;-B$4N!G
省略,しょうりゃく,"omission, abbreviation, abridgment",JLPT JLPT_2 JLPT_3,jp1y&-#kyn
女王,じょおう,queen,JLPT JLPT_2 JLPT_3,furG^[#|I<
職,しょく,employment,JLPT JLPT_2 JLPT_3,"hJY}5,Qu8j"
職業,しょくぎょう,"occupation, business",JLPT JLPT_2 JLPT_3,tU=ntM)WP{
食卓,しょくたく,dining table,JLPT JLPT_2 JLPT_3,o})uu+vtqN
食品,しょくひん,foodstuff,JLPT JLPT_2 JLPT_3,iU(>r<G;@0
植物,しょくぶつ,"plant, vegetation",JLPT JLPT_2 JLPT_3,mpdopLG{vR
食物,しょくもつ,"food, foodstuff",JLPT JLPT_2 JLPT_3,KrMVp?T5YJ
食欲,しょくよく,appetite (for food),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,qt1GC>c)@^
食料,しょくりょう,food,JLPT JLPT_2 JLPT_3,"k76m(C.Z,~"
食糧,しょくりょう,"provisions, rations",JLPT JLPT_2 JLPT_3,"e~`&J:],P}"
書斎,しょさい,"study, den",JLPT JLPT_2 JLPT_3,z(Zi=4k7-t
女子,じょし,"woman, girl",JLPT JLPT_2 JLPT_3,y}`qNApt9R
助手,じょしゅ,"helper, assistant",JLPT JLPT_2 JLPT_3,F9rI>UKU}`
徐々に,じょじょに,"slowly, little by little",JLPT JLPT_2 JLPT_3,Ik@-$!%)*d
署名,しょめい,signature,JLPT JLPT_2 JLPT_3,"C)w4*u^eJ,"
書物,しょもつ,books,JLPT JLPT_2 JLPT_3,dsq%HW0O`l
女優,じょゆう,actress,JLPT JLPT_2 JLPT_3,g6/0nLbYEk
処理,しょり,"processing, treatment, disposition",JLPT JLPT_2 JLPT_3,"n-}WPF,.CB"
書類,しょるい,"documents, official papers",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14 Genki_Ln.22 Genki,Ehj{.OHy`#
知らせ,しらせ,notice,JLPT JLPT_2 JLPT_3,tE;LJdiq{b
尻,しり,"buttocks, bottom",JLPT JLPT_2 JLPT_3,Cp-T01W>>7
知合い,しりあい,acquaintance,JLPT JLPT_2 JLPT_3,Jz(h+XVbH4
印,しるし,mark; symbol; evidence,JLPT JLPT_2 JLPT_3,F?8:NFp=(i
城,しろ,castle,JLPT JLPT_2 JLPT_3,GnhkX+7b^.
進学,しんがく,going on to university,JLPT JLPT_2 JLPT_3,p#!GLXFzk~
神経,しんけい,"nerve, sensitivity",JLPT JLPT_2 JLPT_3,"mz&,NqxuZ0"
真剣,しんけん,"seriousness, earnestness",JLPT JLPT_2 JLPT_3,PuRLKa9@q(
信仰,しんこう,"(religious) faith, belief",JLPT JLPT_2 JLPT_3,g~oH1SUq[>
信号,しんごう,"traffic lights, signal, semaphore",JLPT JLPT_3 JLPT_2 Genki_Ln.20 Genki,z?zKX+/#?f
人工,じんこう,"artificial, man made, human work,",JLPT JLPT_2 JLPT_3,zQ3t>E=&2U
深刻,しんこく,serious,JLPT JLPT_2 JLPT_3,Kel_M-JGRX
診察,しんさつ,medical examination (of a patient),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,Mx*u-x#R2}
人種,じんしゅ,race (of people),JLPT JLPT_2 JLPT_3,Mm&n`P$vPl
信じる,しんじる,to believe,JLPT JLPT_2 JLPT_3,E~EJs-CkJ`
人生,じんせい,"(human) life (e.g., conception to death)",JLPT JLPT_2 JLPT_3,G{?]K0G%It
親戚,しんせき,relative(s),Genki_Ln.16 JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9 Genki,f;-yjmPO85
新鮮,しんせん,fresh,JLPT JLPT_2 JLPT_3,hgsIFo;k1C
心臓,しんぞう,heart,JLPT JLPT_2 JLPT_3,FBeXkqV5hu
身体,しんたい,the body,JLPT JLPT_2 JLPT_3,t3y~q`<OO!
身長,しんちょう,"height (of body), stature",JLPT JLPT_2 JLPT_3,v2>$s!00R?
慎重,しんちょう,"careful, prudent, cautious",JLPT JLPT_2 JLPT_3,H{qX;#1p@y
審判,しんぱん,"umpire, referee, judgment",JLPT JLPT_2 JLPT_3,"i+^OoCXV,-"
人物,じんぶつ,"character, personality, talented man",JLPT JLPT_2 JLPT_3,OXSwNDOM:u
進歩,しんぽ,"improvement, progress, development",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,C*Oco$5$I7
親友,しんゆう,"close friend, buddy",JLPT JLPT_2 JLPT_3,e!XKqiS_]u
信用,しんよう,"confidence, dependence",JLPT JLPT_2 JLPT_3,D_Xu621X(*
信頼,しんらい,"reliance, trust, confidence",JLPT JLPT_2 JLPT_3,Cc(neZE[/;
心理,しんり,mentality,JLPT JLPT_2 JLPT_3,M4-pHm{8Hp
人類,じんるい,"mankind, humanity",JLPT JLPT_2 JLPT_3,yGfC3NH0c~
巣,す,"nest, breeding place",JLPT JLPT_2 JLPT_3,wae)m$%B2U
酢,す,vinegar,JLPT JLPT_2 JLPT_3,S|>MWw8{x
図,ず,"figure, drawing, illustration",JLPT JLPT_2 JLPT_3,o=i@Vi;`4G
水準,すいじゅん,"level, standard",JLPT JLPT_2 JLPT_3,LrR5Wf1Z7N
推薦,すいせん,recommendation,JLPT JLPT_2 JLPT_3,jvDU?eC@&E
スイッチ,スイッチ,switch,JLPT Genki_Ln.18 JLPT_3 JLPT_2 Genki,D+{$1{/[wR
睡眠,すいみん,sleep,JLPT JLPT_2 JLPT_3,wh0!*D%WvE
数,すう,"number, figure",JLPT JLPT_2 JLPT_3,J]}my?o<Q!
数字,すうじ,"numeral, figure",JLPT JLPT_2 JLPT_3,B[Gra1kO)v
スープ,スープ,(Western) soup,JLPT JLPT_2 JLPT_3,"s,J:5SYdW2"
末,すえ,"the end of, powder",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,EyKo./;AAl
姿,すがた,"figure, shape, appearance",JLPT JLPT_2 JLPT_3,gTn!6ZHkYs
